menu-item-name,"Fall Game Day Special: California Roll*","Fall Game Day Special: California Roll","fall game day special: california roll","Fall Game Day Special: California Rolls","fall game day special: california rolls"
menu-item-name,"Fall Game Day Special: Potstickers*","Fall Game Day Special: Potstickers","fall game day special: potstickers","Fall Game Day Special: Potsticker","fall game day special: potsticker"
menu-item-name,"Fall Game Day Special: Chicken Wings*","Fall Game Day Special: Chicken Wings","fall game day special: chicken wings","Fall Game Day Special: Chicken Wing","fall game day special: chicken wing"
menu-item-name,"Can Soda*","Can Soda","can soda","Can Sodas","can sodas"
menu-item-name,"Fresh Made Lemonade*","Fresh Made Lemonade","fresh made lemonade","Fresh Made Lemonades","fresh made lemonades"
menu-item-name,"Thai Tea*","Thai Tea","thai tea","Thai Teas","thai teas"
menu-item-name,"15. Pickled Roll*","15. Pickled Roll","15. pickled roll","15. Pickled Rolls","15. pickled rolls","Pickled Roll","pickled roll","Pickled Rolls","pickled rolls"
menu-item-name,"15. Mango Maki Roll*","15. Mango Maki Roll","15. mango maki roll","15. Mango Maki Rolls","15. mango maki rolls","Mango Maki Roll","mango maki roll","Mango Maki Rolls","mango maki rolls"
menu-item-name,"2. Unagi and Avocado Roll*","2. Unagi and Avocado Roll","2. unagi and avocado roll","2. Unagi and Avocado Rolls","2. unagi and avocado rolls","Unagi and Avocado Roll","unagi and avocado roll","Unagi and Avocado Rolls","unagi and avocado rolls"
menu-item-name,"4. Tuna and Avocado Roll*","4. Tuna and Avocado Roll","4. tuna and avocado roll","4. Tuna and Avocado Rolls","4. tuna and avocado rolls","Tuna and Avocado Roll","tuna and avocado roll","Tuna and Avocado Rolls","tuna and avocado rolls"
menu-item-name,"7. Hamachi Negi Roll*","7. Hamachi Negi Roll","7. hamachi negi roll","7. Hamachi Negi Rolls","7. hamachi negi rolls","Hamachi Negi Roll","hamachi negi roll","Hamachi Negi Rolls","hamachi negi rolls"
menu-item-name,"9. Chicken Teriyaki Roll*","9. Chicken Teriyaki Roll","9. chicken teriyaki roll","9. Chicken Teriyaki Rolls","9. chicken teriyaki rolls","Chicken Teriyaki Roll","chicken teriyaki roll","Chicken Teriyaki Rolls","chicken teriyaki rolls"
menu-item-name,"11. Tempura Roll*","11. Tempura Roll","11. tempura roll","11. Tempura Rolls","11. tempura rolls","Tempura Roll","tempura roll","Tempura Rolls","tempura rolls"
menu-item-name,"13. Spicy Tuna Roll*","13. Spicy Tuna Roll","13. spicy tuna roll","13. Spicy Tuna Rolls","13. spicy tuna rolls","Spicy Tuna Roll","spicy tuna roll","Spicy Tuna Rolls","spicy tuna rolls"
menu-item-name,"14. Hamachi Roll*","14. Hamachi Roll","14. hamachi roll","14. Hamachi Rolls","14. hamachi rolls","Hamachi Roll","hamachi roll","Hamachi Rolls","hamachi rolls"
menu-item-name,"14. Saba Roll*","14. Saba Roll","14. saba roll","14. Saba Rolls","14. saba rolls","Saba Roll","saba roll","Saba Rolls","saba rolls"
menu-item-name,"15. Kappa Roll*","15. Kappa Roll","15. kappa roll","15. Kappa Rolls","15. kappa rolls","Kappa Roll","kappa roll","Kappa Rolls","kappa rolls"
menu-item-name,"15. Shitaki Roll*","15. Shitaki Roll","15. shitaki roll","15. Shitaki Rolls","15. shitaki rolls","Shitaki Roll","shitaki roll","Shitaki Rolls","shitaki rolls"
menu-item-name,"15. Spinach Roll*","15. Spinach Roll","15. spinach roll","15. Spinach Rolls","15. spinach rolls","Spinach Roll","spinach roll","Spinach Rolls","spinach rolls"
menu-item-name,"15. Seaweed Roll*","15. Seaweed Roll","15. seaweed roll","15. Seaweed Rolls","15. seaweed rolls","Seaweed Roll","seaweed roll","Seaweed Rolls","seaweed rolls"
menu-item-name,"1. Mu Shu*","1. Mu Shu","1. mu shu","1. Mu Shus","1. mu shus","Mu Shu","mu shu","Mu Shus","mu shus"
menu-item-name,"2. Scrambled Egg*","2. Scrambled Egg","2. scrambled egg","2. Scrambled Eggs","2. scrambled eggs","Scrambled Egg","scrambled egg","Scrambled Eggs","scrambled eggs"
menu-item-name,"2. Egg Fu Yong*","2. Egg Fu Yong","2. egg fu yong","2. Egg Fu Yongs","2. egg fu yongs","Egg Fu Yong","egg fu yong","Egg Fu Yongs","egg fu yongs"
menu-item-name,"1. Chicken Teriyaki a la Carte*","1. Chicken Teriyaki a la Carte","1. chicken teriyaki a la carte","1. Chicken Teriyaki a la Cartes","1. chicken teriyaki a la cartes","Chicken Teriyaki a la Carte","chicken teriyaki a la carte","Chicken Teriyaki a la Cartes","chicken teriyaki a la cartes"
menu-item-name,"3. Salmon a la Carte*","3. Salmon a la Carte","3. salmon a la carte","3. Salmon a la Cartes","3. salmon a la cartes","Salmon a la Carte","salmon a la carte","Salmon a la Cartes","salmon a la cartes"
